suite_id,aug_id,initial_size,augmented_size,n_tests_added,cov_STMT_initial_%,cov_ADC_initial_%,cov_ADC_augmented_%,fault_revealed
90,7,4,5,1,100.0,98.95,100.0,False
90,8,4,5,1,100.0,98.95,100.0,False
90,9,4,5,1,100.0,98.95,100.0,False
90,10,4,5,1,100.0,98.95,100.0,False
91,1,4,5,1,100.0,98.95,100.0,False
91,2,4,5,1,100.0,98.95,100.0,False
91,3,4,5,1,100.0,98.95,100.0,False
91,4,4,5,1,100.0,98.95,100.0,False
91,5,4,5,1,100.0,98.95,100.0,False
91,6,4,5,1,100.0,98.95,100.0,False
91,7,4,5,1,100.0,98.95,100.0,False
91,8,4,5,1,100.0,98.95,100.0,False
91,9,4,5,1,100.0,98.95,100.0,False
91,10,4,5,1,100.0,98.95,100.0,False
92,1,4,5,1,100.0,97.89,100.0,False
92,2,4,5,1,100.0,97.89,100.0,False
92,3,4,5,1,100.0,97.89,100.0,False
92,4,4,5,1,100.0,97.89,100.0,False
92,5,4,5,1,100.0,97.89,100.0,False
92,6,4,5,1,100.0,97.89,100.0,False
92,7,4,5,1,100.0,97.89,100.0,False
92,8,4,5,1,100.0,97.89,100.0,False
92,9,4,5,1,100.0,97.89,100.0,False
92,10,4,5,1,100.0,97.89,100.0,False
93,1,4,5,1,100.0,98.95,100.0,False
93,2,4,5,1,100.0,98.95,100.0,False
93,3,4,5,1,100.0,98.95,100.0,False
93,4,4,5,1,100.0,98.95,100.0,False
93,5,4,5,1,100.0,98.95,100.0,False
93,6,4,5,1,100.0,98.95,100.0,False
93,7,4,5,1,100.0,98.95,100.0,False
93,8,4,5,1,100.0,98.95,100.0,False
93,9,4,5,1,100.0,98.95,100.0,False
93,10,4,5,1,100.0,98.95,100.0,False
94,1,4,5,1,100.0,96.84,100.0,False
94,2,4,5,1,100.0,96.84,100.0,False
94,3,4,5,1,100.0,96.84,100.0,False
94,4,4,5,1,100.0,96.84,100.0,False
94,5,4,5,1,100.0,96.84,100.0,False
94,6,4,5,1,100.0,96.84,100.0,False
94,7,4,5,1,100.0,96.84,100.0,False
94,8,4,5,1,100.0,96.84,100.0,False
94,9,4,5,1,100.0,96.84,100.0,False
94,10,4,5,1,100.0,96.84,100.0,False
95,1,4,5,1,100.0,97.89,100.0,False
95,2,4,5,1,100.0,97.89,100.0,False
95,3,4,5,1,100.0,97.89,100.0,False
95,4,4,5,1,100.0,97.89,100.0,False
95,5,4,5,1,100.0,97.89,100.0,False
95,6,4,5,1,100.0,97.89,100.0,False
95,7,4,5,1,100.0,97.89,100.0,False
95,8,4,5,1,100.0,97.89,100.0,False
95,9,4,5,1,100.0,97.89,100.0,False
95,10,4,5,1,100.0,97.89,100.0,False
96,1,4,5,1,100.0,98.95,100.0,False
96,2,4,5,1,100.0,98.95,100.0,False
96,3,4,5,1,100.0,98.95,100.0,False
96,4,4,5,1,100.0,98.95,100.0,False
96,5,4,5,1,100.0,98.95,100.0,False
96,6,4,5,1,100.0,98.95,100.0,False
96,7,4,5,1,100.0,98.95,100.0,False
96,8,4,5,1,100.0,98.95,100.0,False
96,9,4,5,1,100.0,98.95,100.0,False
96,10,4,5,1,100.0,98.95,100.0,False
97,1,4,5,1,100.0,98.95,100.0,False
97,2,4,5,1,100.0,98.95,100.0,False
97,3,4,5,1,100.0,98.95,100.0,False
97,4,4,5,1,100.0,98.95,100.0,False
97,5,4,5,1,100.0,98.95,100.0,False
97,6,4,5,1,100.0,98.95,100.0,False
97,7,4,5,1,100.0,98.95,100.0,False
97,8,4,5,1,100.0,98.95,100.0,False
97,9,4,5,1,100.0,98.95,100.0,False
97,10,4,5,1,100.0,98.95,100.0,False
98,1,4,5,1,100.0,97.89,100.0,False
98,2,4,5,1,100.0,97.89,100.0,False
98,3,4,5,1,100.0,97.89,100.0,False
98,4,4,5,1,100.0,97.89,100.0,False
98,5,4,5,1,100.0,97.89,100.0,False
98,6,4,5,1,100.0,97.89,100.0,False
98,7,4,5,1,100.0,97.89,100.0,False
98,8,4,5,1,100.0,97.89,100.0,False
98,9,4,5,1,100.0,97.89,100.0,False
98,10,4,5,1,100.0,97.89,100.0,False
99,1,4,5,1,100.0,98.95,100.0,False
99,2,4,5,1,100.0,98.95,100.0,False
99,3,4,5,1,100.0,98.95,100.0,False
99,4,4,5,1,100.0,98.95,100.0,False
99,5,4,5,1,100.0,98.95,100.0,False
99,6,4,5,1,100.0,98.95,100.0,False
99,7,4,5,1,100.0,98.95,100.0,False
99,8,4,5,1,100.0,98.95,100.0,False
99,9,4,5,1,100.0,98.95,100.0,False
99,10,4,5,1,100.0,98.95,100.0,False
100,1,4,5,1,100.0,98.95,100.0,False
100,2,4,5,1,100.0,98.95,100.0,False
100,3,4,5,1,100.0,98.95,100.0,False
100,4,4,5,1,100.0,98.95,100.0,False
100,5,4,5,1,100.0,98.95,100.0,False
100,6,4,5,1,100.0,98.95,100.0,False
100,7,4,5,1,100.0,98.95,100.0,False
100,8,4,5,1,100.0,98.95,100.0,False
100,9,4,5,1,100.0,98.95,100.0,False
100,10,4,5,1,100.0,98.95,100.0,False
