suite_id,aug_id,initial_size,augmented_size,n_tests_added,cov_ADC_initial_%,cov_STMT_initial_%,cov_STMT_augmented_%,fault_revealed
4,4,4,8,4,100.0,88.33,100.0,False
4,5,4,8,4,100.0,88.33,100.0,False
4,6,4,8,4,100.0,88.33,100.0,False
4,7,4,8,4,100.0,88.33,100.0,True
4,8,4,8,4,100.0,88.33,100.0,False
4,9,4,8,4,100.0,88.33,100.0,False
4,10,4,8,4,100.0,88.33,100.0,False
4,11,4,8,4,100.0,88.33,100.0,False
4,12,4,8,4,100.0,88.33,100.0,False
4,13,4,8,4,100.0,88.33,100.0,False
4,14,4,8,4,100.0,88.33,100.0,False
4,15,4,8,4,100.0,88.33,100.0,False
4,16,4,8,4,100.0,88.33,100.0,False
4,17,4,8,4,100.0,88.33,100.0,False
4,18,4,8,4,100.0,88.33,100.0,False
4,19,4,8,4,100.0,88.33,100.0,False
4,20,4,8,4,100.0,88.33,100.0,False
4,21,4,8,4,100.0,88.33,100.0,False
4,22,4,8,4,100.0,88.33,100.0,True
4,23,4,8,4,100.0,88.33,100.0,False
4,24,4,8,4,100.0,88.33,100.0,False
4,25,4,8,4,100.0,88.33,100.0,False
4,26,4,8,4,100.0,88.33,100.0,True
4,27,4,8,4,100.0,88.33,100.0,False
4,28,4,8,4,100.0,88.33,100.0,False
4,29,4,8,4,100.0,88.33,100.0,False
4,30,4,8,4,100.0,88.33,100.0,False
4,31,4,8,4,100.0,88.33,100.0,False
4,32,4,8,4,100.0,88.33,100.0,False
4,33,4,8,4,100.0,88.33,100.0,False
4,34,4,8,4,100.0,88.33,100.0,False
4,35,4,8,4,100.0,88.33,100.0,False
4,36,4,8,4,100.0,88.33,100.0,False
4,37,4,8,4,100.0,88.33,100.0,True
4,38,4,8,4,100.0,88.33,100.0,False
4,39,4,8,4,100.0,88.33,100.0,False
4,40,4,8,4,100.0,88.33,100.0,False
4,41,4,8,4,100.0,88.33,100.0,False
4,42,4,8,4,100.0,88.33,100.0,False
4,43,4,8,4,100.0,88.33,100.0,False
4,44,4,8,4,100.0,88.33,100.0,False
4,45,4,8,4,100.0,88.33,100.0,False
4,46,4,8,4,100.0,88.33,100.0,False
4,47,4,8,4,100.0,88.33,100.0,False
4,48,4,8,4,100.0,88.33,100.0,False
4,49,4,8,4,100.0,88.33,100.0,False
4,50,4,8,4,100.0,88.33,100.0,False
5,1,4,8,4,100.0,83.33,100.0,False
5,2,4,8,4,100.0,83.33,100.0,False
5,3,4,8,4,100.0,83.33,100.0,False
5,4,4,8,4,100.0,83.33,100.0,False
5,5,4,8,4,100.0,83.33,100.0,False
5,6,4,8,4,100.0,83.33,100.0,False
5,7,4,8,4,100.0,83.33,100.0,False
5,8,4,8,4,100.0,83.33,100.0,False
5,9,4,8,4,100.0,83.33,100.0,False
5,10,4,8,4,100.0,83.33,100.0,False
5,11,4,8,4,100.0,83.33,100.0,False
5,12,4,8,4,100.0,83.33,100.0,False
5,13,4,8,4,100.0,83.33,100.0,False
5,14,4,8,4,100.0,83.33,100.0,False
5,15,4,8,4,100.0,83.33,100.0,False
5,16,4,8,4,100.0,83.33,100.0,False
5,17,4,8,4,100.0,83.33,100.0,False
5,18,4,8,4,100.0,83.33,100.0,False
5,19,4,8,4,100.0,83.33,100.0,False
5,20,4,8,4,100.0,83.33,100.0,False
5,21,4,8,4,100.0,83.33,100.0,False
5,22,4,8,4,100.0,83.33,100.0,True
5,23,4,8,4,100.0,83.33,100.0,False
5,24,4,8,4,100.0,83.33,100.0,False
5,25,4,8,4,100.0,83.33,100.0,True
5,26,4,8,4,100.0,83.33,100.0,False
5,27,4,8,4,100.0,83.33,100.0,False
5,28,4,8,4,100.0,83.33,100.0,False
5,29,4,8,4,100.0,83.33,100.0,False
5,30,4,8,4,100.0,83.33,100.0,False
